filename,stage,frame_index,left_arm_angle,right_arm_angle,left_leg_angle,right_leg_angle
R1ca12,Stage 4,50,112.76726280611055,177.75039210458823,220.73043592784623,224.13562258251366
R1ca12,Stage 3,44,163.87886244459915,110.38360974166177,298.53138189518137,282.8532869455131
R1ca12,Stage 7,64,242.8188889145228,178.8839896085927,166.68636768785663,167.6956604059486
R1ca12,Stage 7,58,176.6335393365702,184.80389161702612,186.57970496400907,173.13372400259172
R1ca12,Stage 3,37,174.27586816248933,134.50709476157093,232.3053486842354,246.7139350817764
R1ca12,Stage 2,18,185.28796447050033,182.79951963970257,206.69294332965694,215.63379501947165
R1ca12,Stage 2,24,186.47395596867233,179.11491640393717,207.36991978118087,212.70230712634
R1ca12,Stage 1,10,153.6599484174755,179.52731432347147,180.34843645778264,205.3461759419467
R1ca12,Stage 2,25,132.58763534088666,151.5268215058547,196.44037952168017,207.75854060106002
R1ca12,Stage 2,19,138.46430914811808,200.93436841944273,196.99082329198617,206.37549592041762
R1ca12,Stage 3,36,180.9620274797862,151.2796732021305,246.2276511886353,235.40282509558966
R1ca12,Stage 3,34,186.7389320341569,117.6203803877464,238.98904113381906,234.72628668020363
R1ca12,Stage 2,27,226.62378566391706,139.4387163677047,226.43532027827533,221.68881949855253
R1ca12,Stage 2,26,212.44097072356672,164.48294194886435,219.64049807657165,216.29225474873843
R1ca12,Stage 3,35,183.9646547228561,150.4250513125868,243.09735133542813,235.85497607196916
R1ca12,Stage 3,31,186.71916153377325,159.85648034881746,234.04618748968784,231.94528309427767
R1ca12,Stage 2,22,184.3890509325673,165.7189042640292,214.98491921850277,219.04221781908373
R1ca12,Stage 2,23,175.98778407266568,163.88509751642175,212.94921511659044,214.528165009358
R1ca12,Stage 3,30,173.7206164068178,159.14930127932666,215.1096432355257,214.1059855462291
R1ca12,Stage 3,32,184.5046539467733,156.26055916197183,225.86417247985207,221.3904677908488
R1ca12,Stage 2,21,155.1131322948816,186.44709504316714,209.3644368251024,213.39710407724854
R1ca12,Stage 2,20,157.70500454708443,184.57215319906354,188.13010235415598,210.73199958677083
R1ca12,Stage 3,33,190.0321163492876,137.60759897269588,228.14441153410675,221.68881949855253
R1ar6,Stage 2,50,34.91940201245768,159.01908843051936,197.52459217929584,190.45781124294484
R1ar6,Stage 2,44,169.9660298263277,160.11804693808233,195.69833144256162,190.09227129542558
R1ar6,Stage 3,80,179.5609604743183,138.2730799645993,227.20234404129803,203.66314070819436
R1ar6,Stage 4,94,97.49585763972986,181.33221985386965,229.76051265465733,224.34696088395845
R1ar6,Stage 4,95,198.52560662624134,114.68717372979266,217.81946450227983,220.78438488873806
R1ar6,Stage 3,81,180.29686666732468,199.76373635309645,225.9174445352132,252.30590358646734
R1ar6,Stage 6,100,142.16584191778568,114.82934658814958,198.0368704079058,197.3988865477467
R1ar6,Stage 2,45,196.0677702973115,177.62867690186496,181.77039680545408,184.9697407281103
R1ar6,Stage 2,51,333.73809826663614,174.48718757816593,177.8363012419297,177.42926288930948
R1ar6,Stage 2,47,338.29946326068256,173.241789008032,184.00065163234373,182.29253854413605
R1ar6,Stage 2,53,17.402704131356288,170.07758327342302,182.42921101479848,186.56146947808782
R1ar6,Stage 3,83,168.51800864525188,122.40567990375483,222.7582982291177,237.60860679336628
R1ar6,Stage 4,97,177.84703721089954,272.5510950890009,199.79178753480363,193.17674845769582
R1ar6,Stage 4,96,124.64397375073,178.60281897270363,190.75354850433826,191.80506885989524
R1ar6,Stage 3,82,169.48377969832993,112.97967329595286,213.187717772459,246.25533916633748
R1ar6,Stage 2,52,90.0,158.47739989209293,173.65980825409008,187.93841392046292
R1ar6,Stage 6,99,112.54717766764048,187.49585763972985,170.52034432418884,185.99740057391554
R1ar6,Stage 2,46,158.39888568359746,186.268546471249,172.07395576152996,173.79287744846434
R1ar6,Stage 2,42,155.86128465452438,182.52447635512078,180.03617157316998,178.30691042251948
R1ar6,Stage 2,56,46.3867777991741,170.53767779197437,175.68279641010884,185.8754277532639
R1ar6,Stage 7,109,197.0748297116341,211.63115646580493,165.7653235112431,81.6078261538374
R1ar6,Stage 3,79,176.06710372776945,195.79620401981683,226.92830849363773,218.89839521460448
R1ar6,Stage 3,86,167.81315978454916,50.869600443014704,236.85469920885095,262.58850714082115
R1ar6,Stage 4,92,171.91449350431373,340.7465957153894,229.55376797915864,250.5738736020672
R1ar6,Stage 4,93,183.81407483429035,203.6779952663054,224.01741889883058,242.26002329498246
R1ar6,Stage 3,87,185.9322554293351,305.97603309462113,228.44913849855973,254.81299885653743
R1ar6,Stage 3,78,179.91895934751852,125.66500153686178,237.29048364549877,204.06842088936622
R1ar6,Stage 7,108,186.01550846705803,222.17082416236974,156.70606828781476,87.3675651310135
R1ar6,Stage 2,57,93.17983011986423,176.5158126923887,160.15562390798763,178.54187684410277
R1ar6,Stage 2,43,173.05368667622875,173.0996718307227,176.84596974908885,183.08633359537782
R1ar6,Stage 2,69,105.95835288385736,156.9926288551419,201.91627986275893,194.22859768963298
R1ar6,Stage 2,55,21.453399644227666,163.75236842721435,186.11696848189956,190.8901906826849
R1ar6,Stage 2,41,156.47243196344184,167.18631817086464,186.2081841931888,193.4820844238199
R1ar6,Stage 3,85,164.33584646291015,87.17082416236971,229.7502844746229,254.1559292553029
R1ar6,Stage 4,91,149.3523699415063,336.0673836919085,233.23532864450576,254.84837459688345
R1ar6,Stage 3,90,170.4554744344419,330.7807533095154,236.8507827984002,259.86425027445546
R1ar6,Stage 3,84,176.68643539255996,81.15818543980832,221.40549763718124,254.79690004746527
R1ar6,Stage 2,40,154.0513243114394,178.60281897270363,187.29186877459605,194.27505445913704
R1ar6,Stage 2,54,342.5858033846913,170.33841203087593,183.875276035712,190.5461903589115
R1ar6,Stage 2,68,125.31121343963322,158.2164563626211,183.24647030894306,196.9797108445861
R1ar6,Stage 1,5,172.7743096306466,170.3112134396332,185.92184050903148,194.98896596279158
R1ar6,Stage 8,110,207.79137903697386,188.30840814632106,125.75268646266257,162.7374899077927
R1ar6,Stage 1,13,139.8596144309724,178.72696997994328,178.27193535762453,183.80745831148207
R1ar6,Stage 1,12,127.53480914387859,171.67975748263055,185.34172809122572,187.7962445756933
R1ar6,Stage 8,111,185.8095210038183,215.25349052997302,148.96126305520698,189.1623470457217
R1ar6,Stage 1,4,147.5918728374342,185.28124062844512,167.20974568010396,195.59172274167642
R1ar6,Stage 1,6,126.99681400622232,181.15018544681095,174.64617211110993,197.59204899252887
R1ar6,Stage 1,10,125.72980005803254,177.94613498561384,176.6265263232667,196.6816470156865
R1ar6,Stage 1,11,125.61448173995694,168.9038567558569,180.95606675340173,196.54558486109838
R1ar6,Stage 1,7,126.43085812016236,168.44323216043756,183.1104413310681,196.43018716285232
R1ar6,Stage 1,3,147.13904651383348,179.07730733461082,187.11349729406845,199.61123684708122
R1ar6,Stage 1,15,148.12823543847205,170.7545755168307,191.59217541029105,197.37216315991932
R1ar6,Stage 1,29,156.23617798067193,180.20804476290766,195.79581780249276,197.54209986234505
R1ar6,Stage 1,28,163.2223329029719,182.31614007526466,196.4656691867886,199.4711935921741
R1ar6,Stage 1,14,157.6692031639905,176.56636963754949,197.98142969696406,195.0986121207087
R1ar6,Stage 1,2,145.61485274652097,172.87498365109818,187.43814020279356,198.8642172349312
R1ar6,Stage 2,36,145.0146332043625,183.46324398271702,193.69004961746555,196.7213758791478
R1ar6,Stage 1,0,148.5723201693004,176.58925446402145,185.80878855634322,200.6463369277812
R1ar6,Stage 1,16,157.13866001630632,181.15566589381996,189.16121994150103,197.88087727075165
R1ar6,Stage 1,17,157.5663675037241,180.0,191.22825271992178,196.7213758791478
R1ar6,Stage 1,1,157.2956814478053,172.46199667483194,190.1205223083881,199.15310343425224
R1ar6,Stage 2,37,168.65172549767712,183.02303353045343,194.58625186208042,195.58440116690446
R1ar6,Stage 1,32,174.19539724518995,184.8247838458878,195.64794965783818,195.03720265144204
R1ar6,Stage 1,26,161.11495495923077,175.8548393492165,195.48645975885992,194.72579198070707
R1ar6,Stage 1,27,163.50391560408994,178.97834641053336,196.21098758253652,195.31281836080632
R1ar6,Stage 1,33,159.7603086303817,178.96222322584907,195.63027668507573,196.02897830627674
R1ar6,Stage 2,39,169.6760993984103,181.3424521565581,194.03185063043506,194.53990265566839
R1ar6,Stage 1,19,163.44910140816978,175.14530028676413,194.74356283647074,195.71783839838304
R1ar6,Stage 1,25,158.53711407528021,176.87381759808437,194.9231728422178,194.80610141033947
R1ar6,Stage 1,31,156.93672030080614,183.3377936647313,195.61303450096995,193.46977822956418
R1ar6,Stage 1,30,156.93672030080614,183.40368182288393,195.61303450096995,193.20902141395527
R1ar6,Stage 1,24,153.71804995257784,174.4075242829265,197.73749902183258,192.49583277893765
R1ar6,Stage 1,18,161.75540190370774,173.65980825409008,195.62169437600264,194.737932567815
R1ar6,Stage 2,38,166.9732693146899,179.02728745416164,195.62169437600264,193.74772243633456
R1ar6,Stage 1,20,165.19542859872647,169.2234918241568,196.32859820543393,195.0919430157009
R1ar6,Stage 1,34,168.621147214979,176.99847567230086,196.32859820543393,195.0919430157009
R1ar6,Stage 1,35,169.63227177907487,180.7191561165451,196.32859820543393,195.0919430157009
R1ar6,Stage 1,21,170.53767779197437,173.29588171436592,195.61303450096995,195.0919430157009
R1ar6,Stage 1,9,157.58272536100287,167.47119229084848,190.30729601827272,195.2551187030578
R1ar6,Stage 1,23,143.04289423350534,161.38821291293857,195.45066667932863,195.55611686955547
R1ar6,Stage 1,22,140.9950406227458,164.18591581611005,197.5415689323164,195.89994594412008
R1ar6,Stage 1,8,147.52880770915152,175.710846671181,190.30729601827272,197.20329967131167
R1ar6,Stage 2,65,148.2405199151872,164.56615996566418,195.33406262364926,201.62414041648006
R1ar6,Stage 2,59,158.13825801978751,172.729065356423,195.62556039156817,199.74012221258167
R1ar6,Stage 7,106,189.1525269697268,191.10968591664775,189.09027692082236,208.72202502645553
R1ar6,Stage 3,76,150.37625124882618,189.83020419762272,215.09043218273965,229.79078579496465
R1ar6,Stage 3,89,157.83365417791754,331.606980578617,244.30211540522498,258.8708107103888
R1ar6,Stage 3,88,168.71789451724163,308.36748538486154,240.26043593004013,264.53210241239964
R1ar6,Stage 3,77,177.7185062308745,138.9861745160251,220.97695681918006,212.87119182599548
R1ar6,Stage 7,107,187.79699111023461,163.47420361007437,158.73804972482495,133.89233098719853
R1ar6,Stage 2,58,111.97971527851689,175.4797767370417,171.14772018429923,181.78741862062094
R1ar6,Stage 2,64,142.2654468998391,171.40408856307906,183.12372715645017,190.8684174919287
R1ar6,Stage 2,70,68.48393677506662,167.42865645641123,181.90325522698444,196.93765750092365
R1ar6,Stage 2,66,171.07392287075214,175.21864035428138,189.76580223383013,197.47787326578634
R1ar6,Stage 7,105,197.17056135193815,195.4128221534566,180.95303659418445,178.13639872702092
R1ar6,Stage 3,75,167.83497012971304,176.37851529588266,202.89237043996997,200.29397372757683
R1ar6,Stage 3,74,172.88515961751514,169.64094751191627,206.9878905817485,200.80948995187327
R1ar6,Stage 5,98,118.72032679786948,127.89938560001167,189.1006869826035,186.05953496055966
R1ar6,Stage 7,104,202.57791051606134,287.6125778429238,178.36342295838327,187.81529354676687
R1ar6,Stage 2,67,172.45057823173676,182.44141904366734,166.02272806577042,190.2222765578529
R1ar6,Stage 2,63,164.65751526609176,172.1959762191273,169.24081576020535,185.1458202105626
R1ar6,Stage 3,71,146.4974452647796,170.33763702748163,174.58367323804117,195.4558036249692
R1ar6,Stage 7,101,106.00054985101016,117.55281157671783,165.52970589993413,190.64637766710857
R1ar6,Stage 2,62,160.55996517182382,193.0008297369706,161.5811681329154,180.66685212492555
R1ar6,Stage 2,48,146.47899141865403,201.7908017761213,164.83887876289464,178.50157318857714
R1ar6,Stage 2,60,127.71597634558316,189.56328382954308,176.62843298842517,184.2100226213713
R1ar6,Stage 7,103,113.40468955103232,226.0555816850534,177.03827663314226,194.49122024212778
R1ar6,Stage 3,73,118.39301942138295,177.23007385629973,186.92757832051288,216.95210100337655
R1ar6,Stage 3,72,153.79988515865264,176.93522149158972,191.25446707071407,205.89309444884088
R1ar6,Stage 7,102,143.84181456019166,272.23380926014295,173.82193509787166,194.83318992414436
R1ar6,Stage 2,61,159.61774480451712,196.83268747665105,173.12105990687644,188.12607651243178
R1ar6,Stage 2,49,148.9480961843736,191.84582694374132,164.6112626503867,179.77706034880248
R1ar1,Stage 2,4,160.13699498065037,168.78789744715172,143.52304713554807,83.30577086810683
R1ar1,Stage 2,14,136.51262543716842,166.4737688597224,170.41647428648582,175.5886195225404
R1ar1,Stage 2,15,184.37020708352668,172.54207401941773,200.26747662196897,184.25053730176492
R1ar1,Stage 2,5,144.97957571576703,166.05577537124546,181.3836869673685,194.7314058709173
R1ar1,Stage 2,7,155.53598191671338,165.37133037800217,196.72154067658852,190.60669829322066
R1ar1,Stage 4,38,48.310941514611436,326.6224518083872,262.6652781696511,274.3664114910311
R1ar1,Stage 2,17,162.5050322132671,155.56183208750775,221.0441397584275,195.50253879163162
R1ar1,Stage 2,16,181.4894352002993,160.68814343564733,211.77912210650237,188.29019358709056
R1ar1,Stage 2,6,151.99082329198617,179.0600189638109,189.05366726737788,191.5446992884295
R1ar1,Stage 4,39,164.24882633654695,332.49355359990085,252.42164827030396,264.83789820894947
R1ar1,Stage 3,29,179.1121266961448,168.5346895217529,238.0823372431763,278.87282590130667
R1ar1,Stage 2,2,147.85543094253907,160.71361899049003,193.89166979695096,196.98990721176312
R1ar1,Stage 2,12,176.71203561742323,195.3727690089837,194.87651774094348,199.14919580582566
R1ar1,Stage 2,13,170.23959764470246,181.48786752882776,195.793457573883,193.83421102166022
R1ar1,Stage 2,3,175.02228380151902,159.14853711342937,194.9083282984744,191.86748899738927
R1ar1,Stage 3,28,120.88575597284563,179.67893684264678,250.19337904048908,193.42116766800197
R1ar1,Stage 2,1,152.80370743992174,162.47443162627712,203.9579721610666,184.81902957339676
R1ar1,Stage 2,11,167.94683557552767,151.86112169234005,194.28557545329892,197.16129004259633
R1ar1,Stage 2,10,159.92353994846752,148.2405199151872,186.42964276696858,198.37685917113268
R1ar1,Stage 7,50,161.35749449145052,245.88461144304904,240.50398153176823,250.5898980339854
R1ar1,Stage 1,0,166.44417273841583,189.3665099570121,189.12289620537848,157.10451105895856
R1ar1,Stage 7,51,178.903563916007,168.07642680350378,198.5788028305944,192.2717186708297
R1ar1,Stage 7,47,149.58714744714504,179.63319464306622,194.32958237825295,182.42023362690136
R1ar1,Stage 7,53,192.43999751293322,196.33604288971847,185.26239539959514,185.2140709294244
R1ar1,Stage 7,52,181.0724946178657,183.87297844400152,188.63245210767678,212.58836141077344
R1ar1,Stage 7,55,187.2649774758516,174.18773501114927,184.9810819353084,76.07710115081187
R1ar1,Stage 6,46,80.17010766536256,136.03224469156572,184.98347907565017,187.88271617922936
R1ar1,Stage 7,54,178.9960879201972,176.46498468960408,180.16753104160188,34.5666558608952
R1ar1,Stage 4,43,,,,
R1ar1,Stage 5,44,132.95459151111277,76.55713234316963,194.19974706456082,185.31798046278956
R1ar1,Stage 5,45,96.89302327310484,145.94756062577835,197.776631502059,174.50967598748227
R1ar1,Stage 4,42,188.07632034913235,222.14741494338898,200.46898638172212,186.80113461627292
R1ar1,Stage 7,48,163.24937930419918,200.507355382557,181.24718859132489,186.4639667463147
R1ar1,Stage 4,40,146.2467153836234,330.6422464572087,195.24529432395087,238.5194141141294
R1ar1,Stage 4,41,146.08256946302967,290.999623830785,197.1004478136802,227.36137465817563
R1ar1,Stage 7,49,140.09629787487577,101.35330550094572,186.37006441239657,193.04640664687045
R1ar1,Stage 3,32,312.7760387596145,151.2675334086446,219.0212513183634,244.0766957159633
R1ar1,Stage 3,26,142.93455437788512,104.29110399451565,241.0387765997534,189.922416726577
R1ar1,Stage 3,27,165.01032126474655,102.58945953495773,169.23043207092982,233.87115437815103
R1ar1,Stage 3,33,246.17573941710458,167.5057842243672,227.64908593578963,239.0531432155968
R1ar1,Stage 3,25,228.5935661878652,114.15763733273786,242.18278144771816,195.99431089716052
R1ar1,Stage 3,31,175.44497763426253,205.4841269904173,262.56411644542135,229.511193148902
R1ar1,Stage 3,19,164.90660875416413,171.13830734199652,230.2603510444236,189.52728338145235
R1ar1,Stage 3,18,165.0464352468105,159.08319619665727,221.46721842933567,188.625470701737
R1ar1,Stage 3,30,169.89779487375566,165.64787331362942,250.1028638033784,214.6500148964347
R1ar1,Stage 3,24,173.53837229437465,127.90882639938518,246.70998863846876,196.25355748060085
R1ar1,Stage 3,20,173.65980825409008,147.4259428654275,230.5210329649138,193.17220282316586
R1ar1,Stage 3,34,343.59471474206555,177.56156488964723,246.9151666754196,256.7493801910896
R1ar1,Stage 3,35,332.6175794187628,165.13746138520557,249.9439052634246,252.02463313460797
R1ar1,Stage 3,21,190.08181039135766,158.74949449286677,182.0145987878706,188.4031351841089
R1ar1,Stage 3,37,233.40337109056082,140.02407525853957,234.69780603128626,261.14064331236034
R1ar1,Stage 3,23,174.1248072697049,139.091111723807,200.2356277400942,189.1055321614824
R1ar1,Stage 2,8,167.27564431457762,157.31121474095877,186.527841007885,191.18974372115403
R1ar1,Stage 2,9,159.7827445209456,160.09265644817467,184.3196631157604,191.02300108009624
R1ar1,Stage 3,22,166.27491593094794,153.4816066135149,219.65092367597143,190.2838307784823
R1ar1,Stage 3,36,155.998719034387,277.1693629186168,241.7016913597748,258.55233050743107
R1ar7,Stage 1,10,178.53119928561418,169.05781459099066,187.92940678139644,201.27160892404746
R1ar7,Stage 2,24,156.63155320598491,159.80316179968713,185.19442890773482,192.8211305783801
R1ar7,Stage 2,30,144.59018841381453,157.36311481891835,176.94824562692492,192.85253394924592
R1ar7,Stage 2,31,154.62843824690404,164.31123940252817,187.10940300215964,192.15385097923377
R1ar7,Stage 2,25,142.6691932781791,159.3393766998568,188.7350571996587,197.03492334447805
R1ar7,Stage 1,11,188.31655936985052,150.52151651005335,216.98290692634467,161.04688641963696
R1ar7,Stage 1,13,167.92471141680647,162.10695554648368,182.17829855360878,185.61758059012683
R1ar7,Stage 2,33,134.58731244648027,160.1967227099654,186.91826493986946,191.11248925984245
R1ar7,Stage 2,27,139.2089849241702,160.96046266057965,188.95247333415415,196.61496605306192
R1ar7,Stage 2,26,144.35275821094172,157.63861049931435,189.8724599114361,197.35682332943102
R1ar7,Stage 2,32,143.3929251873925,160.25052364431022,189.88887371981437,195.0045306474678
R1ar7,Stage 1,12,165.6997225508144,181.8925632332998,193.14676596025475,201.6137513171797
R1ar7,Stage 1,16,159.3410899366925,164.74036733023658,192.04595912596974,199.85041711732086
R1ar7,Stage 8,108,134.7322646612978,236.30993247402026,174.00724996846014,179.2097634975708
R1ar7,Stage 2,36,125.60942492449533,149.94361880272297,184.76881933209228,184.95745867481224
R1ar7,Stage 2,37,131.8793597139487,148.91866214468922,190.59261032214653,188.0373479355102
R1ar7,Stage 8,109,126.17962044797895,206.41700039673367,161.45691691436542,166.71760486514432
R1ar7,Stage 1,17,144.48940814022458,167.91880646170907,183.49504836780068,175.51144571601134
R1ar7,Stage 1,15,157.92753030283734,166.06563648675234,178.17114799799035,193.05958103432408
R1ar7,Stage 2,35,133.66778014613035,149.06082689584287,185.25696520631703,190.7769399392241
R1ar7,Stage 2,34,137.762430742382,151.29404745659892,188.9299808041972,192.10709998494548
R1ar7,Stage 1,14,165.3885170300739,171.0590810628369,188.43165630402424,189.87293949371514
R1ar7,Stage 4,83,204.74812063237087,324.59313426273036,237.93028471563795,249.76091266261506
R1ar7,Stage 3,68,151.8424268651377,146.82148834060726,263.9719149899396,205.41847682130972
R1ar7,Stage 5,90,192.15685187490158,115.50235083824839,196.653181253612,192.6833570093187
R1ar7,Stage 1,4,133.2174143443493,121.94475277620339,193.11619647798975,198.03096204965843
R1ar7,Stage 2,47,161.08358537123965,154.6986213745803,182.8741569006183,185.2226187108787
R1ar7,Stage 2,53,168.87669806954534,156.80140948635182,178.03932407492331,195.79819039678156
R1ar7,Stage 2,52,156.4929183045635,157.23273719388948,175.31150081358146,194.67639313745
R1ar7,Stage 2,46,182.8491473363521,159.58741183933276,180.8349690639604,191.9491894008532
R1ar7,Stage 1,5,133.8756721699955,132.30986547326498,202.27764842458103,185.56761339216087
R1ar7,Stage 5,91,142.55760401046874,178.50146485269315,198.60433718238178,181.41703623550364
R1ar7,Stage 3,69,190.8112903564662,41.97696646954657,258.9801914174194,225.97102193107918
R1ar7,Stage 4,82,281.06577580057717,157.93210043758978,258.67489144445915,258.2634047142175
R1ar7,Stage 3,80,166.6349734505589,307.9182502311414,241.98176691193365,257.0975874727321
R1ar7,Stage 1,7,190.56801420900936,155.11963314081828,215.56761065413602,205.35932773317975
R1ar7,Stage 2,50,152.79300616691745,154.07222758844676,176.3977555666936,188.72050788285597
R1ar7,Stage 2,44,163.3007557660064,154.44713643690446,192.67772581555735,190.6967693339173
R1ar7,Stage 2,45,163.26793763224234,159.64933886427804,196.539441380611,187.4479880098758
R1ar7,Stage 2,51,151.00727284366252,172.94540563224547,184.49715161466776,195.64094303622727
R1ar7,Stage 1,6,133.365253611444,153.5833591227392,173.05631246621465,191.0259173869835
R1ar7,Stage 3,81,157.84455312766494,334.92040597840975,230.14777730154267,213.8143631727792
R1ar7,Stage 4,85,292.9028101847845,179.83814794601597,228.10733490931014,241.0587168088126
R1ar7,Stage 7,99,343.14160123226173,165.4179656644544,201.517209593339,177.0733714978101
R1ar7,Stage 1,2,128.5974370396326,136.74869433659424,168.10401326003938,191.2283361344969
R1ar7,Stage 2,55,155.05558874655898,177.7846827056812,162.25532837494308,195.55877671908146
R1ar7,Stage 2,41,152.47223781022106,162.89727103094762,187.7786566657404,198.2211595930449
R1ar7,Stage 2,40,158.27894919800266,161.93639641959624,194.86733593039222,197.30391186700686
R1ar7,Stage 2,54,158.95935993850938,150.55673293447057,176.90487156213513,200.93383596542475
R1ar7,Stage 1,3,125.59921995897618,142.1089084551701,195.37523546526774,194.81254258328946
R1ar7,Stage 7,98,306.36286858492923,152.72323661688634,176.16915284336778,188.366486595427
R1ar7,Stage 4,84,270.0,149.87817822346065,222.6879610063407,253.78139497908307
R1ar7,Stage 4,86,292.5572466347056,143.77076328273213,225.01089273361652,244.62613042250163
R1ar7,Stage 3,79,219.53090502988806,159.68636383249304,237.29450419175086,254.1829464305299
R1ar7,Stage 1,1,108.08111965830751,157.018263677845,194.4710611837218,196.3765399872131
R1ar7,Stage 7,100,177.37577997221794,225.3331112439214,185.50547785797835,191.34470234028447
R1ar7,Stage 2,42,125.43091559346279,164.8094080854714,187.69421725912497,198.5418936908158
R1ar7,Stage 2,56,159.7402119688418,161.8535471252163,177.63313592583992,198.3416333036171
R1ar7,Stage 2,57,169.68258039570765,163.5556622597387,182.3718421897892,200.73772932148924
R1ar7,Stage 2,43,161.63822582377236,159.91683983054398,197.83281170861434,202.9163475773773
R1ar7,Stage 1,0,119.58921684136989,181.69978998048148,186.27729848959757,190.7878649300733
R1ar7,Stage 3,78,45.00000000000001,177.000344693504,232.69892703463398,244.76716867679164
R1ar7,Stage 4,87,294.3045492659367,87.87890360333854,203.19217405368138,202.18715492246523
